country_name,year,nmr,region,u5mr
Antigua and Barbuda,1971,13.88888889,Latin America and Caribbean,29.08728196
Antigua and Barbuda,1973,9.502923977,Latin America and Caribbean,25.09482186
Antigua and Barbuda,1976,19.7109067,Latin America and Caribbean,20.75807837
Antigua and Barbuda,1985,4.664179104,Latin America and Caribbean,13.6865529
Antigua and Barbuda,1995,13.95173454,Latin America and Caribbean,15.64379756
Antigua and Barbuda,2000,8.332794203,Latin America and Caribbean,15.4635703
Antigua and Barbuda,2003,7.960199005,Latin America and Caribbean,14.06470722
Antigua and Barbuda,2007,8.395904437,Latin America and Caribbean,11.73145829
Antigua and Barbuda,2013,4.158886437,Latin America and Caribbean,8.532747377
Australia,1968,12.89299561,High income,21.88312772
Australia,1969,12.95088258,High income,21.74708728
Australia,1970,12.92346883,High income,21.4545504
Australia,1971,12.17244049,High income,20.9640912
Australia,1972,11.98253381,High income,20.2811348
Australia,1973,11.81814511,High income,19.41006675
Australia,1974,11.64056987,High income,18.4006535
Australia,1975,9.999485005,High income,17.3177003
Australia,1976,9.881041219,High income,16.23562212
Australia,1977,8.687928375,High income,15.2360311
Australia,1978,8.10217398,High income,14.36311052
Australia,1979,7.560648773,High income,13.6311531
Australia,1980,7.121098582,High income,13.03379009
Australia,1981,6.449232961,High income,12.55133232
Australia,1982,6.431766172,High income,12.17100285
Australia,1983,6.051861318,High income,11.86072211
Australia,1984,5.943580847,High income,11.58131785
Australia,1985,5.882400505,High income,11.28990695
Australia,1986,5.316176954,High income,10.96444389
Australia,1987,5.443537644,High income,10.5977881
Australia,1988,4.914843233,High income,10.18187434
Australia,1989,5.01223318,High income,9.71204615
Australia,1990,4.6209903,High income,9.192729424
Australia,1991,4.356272444,High income,8.66061454
Australia,1992,4.46750029,High income,8.151034581
Australia,1993,3.848961444,High income,7.695524988
Australia,1994,3.886828573,High income,7.310739202
Australia,1995,3.700378625,High income,7.008118669
Australia,1996,3.67563053,High income,6.775898137
Australia,1997,3.597493667,High income,6.593726562
Australia,1998,3.409236587,High income,6.446354717
Australia,1999,3.785108691,High income,6.31569518
Australia,2000,3.469050938,High income,6.1900537
Australia,2001,3.612100944,High income,6.075000363
Australia,2002,3.306931009,High income,5.981721662
Australia,2003,3.32854225,High income,5.90832769
Australia,2004,3.237022411,High income,5.830074306
Australia,2006,3.189969319,High income,5.580891898
Australia,2007,2.929981653,High income,5.409967848
Australia,2008,2.825269956,High income,5.216416858
Australia,2009,2.957646895,High income,5.002829187
Australia,2010,2.775964499,High income,4.772124303
Australia,2011,2.668947705,High income,4.540005812
Australia,2012,2.345097583,High income,4.322535436
Australia,2013,2.476750037,High income,4.133367603
Australia,2014,2.38240623,High income,3.978983533
Australia,2015,2.315171084,High income,3.863771604
Australia,2016,2.25005143,High income,3.779012947
Australia,2017,2.406661017,High income,3.715110376
Australia,2018,2.338591197,High income,3.66172662
Austria,1955,27.92539787,High income,53.52485494
Austria,1956,26.78132057,High income,51.53643202
Austria,1957,27.40245247,High income,49.75844342
Austria,1958,24.90083885,High income,47.83028392
Austria,1959,24.82774162,High income,45.46351365
Austria,1960,24.56627846,High income,42.81924254
Austria,1961,21.93625832,High income,40.23760134
Austria,1962,21.57549858,High income,37.92191129
Austria,1963,21.64543915,High income,35.90069666
Austria,1964,20.33009338,High income,34.19372727
Austria,1965,20.11175728,High income,32.74147235
Austria,1966,20.64910507,High income,31.51426577
Austria,1967,18.79846764,High income,30.46858828
Austria,1968,18.42762566,High income,29.71120494
Austria,1969,18.68558294,High income,29.29328681
Austria,1970,18.957979,High income,29.05350513
Austria,1971,18.97520966,High income,28.73215136
Austria,1972,18.68637836,High income,28.08890955
Austria,1973,17.92107384,High income,26.91528025
Austria,1974,17.08919224,High income,25.13063798
Austria,1975,15.41218256,High income,23.0430137
Austria,1976,12.65924113,High income,21.05966113
Austria,1977,11.81143758,High income,19.39180834
Austria,1978,10.12856842,High income,18.06406602
Austria,1979,9.318423855,High income,17.05935853
Austria,1980,9.276784928,High income,16.25883203
Austria,1981,8.207191671,High income,15.51709171
Austria,1982,8.129481232,High income,14.76775469
Austria,1983,7.179475798,High income,14.02540484
Austria,1984,6.891991842,High income,13.31609381
Austria,1985,6.964775846,High income,12.61474735
Austria,1986,6.174968953,High income,11.88709895
Austria,1987,5.72234489,High income,11.13852985
Austria,1988,4.747194839,High income,10.46821505
Austria,1989,4.867112068,High income,9.950524465
Austria,1990,4.433192562,High income,9.526036761
Austria,1991,4.385547771,High income,9.081261536
Austria,1992,4.658873896,High income,8.556860721
Austria,1993,3.654425741,High income,7.975430292
Austria,1994,3.863009252,High income,7.364849234
Austria,1995,3.360813813,High income,6.796441459
Austria,1996,3.44559673,High income,6.327338442
Austria,1997,3.153072759,High income,5.984831851
Austria,1998,3.212979947,High income,5.749566908
Austria,1999,2.828329366,High income,5.60091672
Austria,2000,3.25803649,High income,5.504180304
Austria,2001,3.313101328,High income,5.424729667
Austria,2002,2.780647712,High income,5.330021623
Austria,2003,3.093158661,High income,5.208133086
Austria,2004,3.140512613,High income,5.05848904
Austria,2005,2.941552628,High income,4.894322582
Austria,2006,2.515594117,High income,4.752512538
Austria,2007,2.518032787,High income,4.638453817
Austria,2008,2.675172343,High income,4.543878389
Austria,2009,2.501833805,High income,4.447860786
Austria,2010,2.717736405,High income,4.340439215
Austria,2011,2.445300798,High income,4.2066149
Austria,2012,2.279866248,High income,4.052098318
Austria,2013,2.306819614,High income,3.905542996
Austria,2014,2.276008908,High income,3.790978854
Austria,2015,2.346499804,High income,3.707083396
Austria,2016,2.315369261,High income,3.645888859
Austria,2017,2.042609519,High income,3.592466764
Azerbaijan,2015,11.53606336,"Central Europe, Eastern Europe, Central Asia",26.33226787
Azerbaijan,2016,9.257767908,"Central Europe, Eastern Europe, Central Asia",24.55761287
Azerbaijan,1988,21.96,"Central Europe, Eastern Europe, Central Asia",96.52239133
Azerbaijan,1993,30.61,"Central Europe, Eastern Europe, Central Asia",95.79726598
Azerbaijan,1998,44.03,"Central Europe, Eastern Europe, Central Asia",84.45084021
Azerbaijan,2003,27.91,"Central Europe, Eastern Europe, Central Asia",60.0255434
Azerbaijan,2008,24.91,"Central Europe, Eastern Europe, Central Asia",42.86484628
Azerbaijan,1983,27.24,"Central Europe, Eastern Europe, Central Asia",106.7389614
Azerbaijan,1988,28.49,"Central Europe, Eastern Europe, Central Asia",96.52239133
Azerbaijan,1993,29.63,"Central Europe, Eastern Europe, Central Asia",95.79726598
Azerbaijan,1998,32.4,"Central Europe, Eastern Europe, Central Asia",84.45084021
Azerbaijan,2003,24.99,"Central Europe, Eastern Europe, Central Asia",60.0255434
Azerbaijan,1993,41.2,"Central Europe, Eastern Europe, Central Asia",95.79726598
Azerbaijan,1998,34.1,"Central Europe, Eastern Europe, Central Asia",84.45084021
Burundi,1987,49.06,Sub-Saharan Africa,171.0915981
Burundi,1992,46.66,Sub-Saharan Africa,177.7204062
Burundi,1997,47.91,Sub-Saharan Africa,169.866344
Burundi,2002,46.55,Sub-Saharan Africa,143.8258244
Burundi,2007,30.76,Sub-Saharan Africa,109.8421352
Burundi,1993,36.41348,Sub-Saharan Africa,178.1333058
Burundi,1998,41.25996,Sub-Saharan Africa,165.4311259
Burundi,2003,32.83915,Sub-Saharan Africa,137.8822434
Burundi,2008,28.46557,Sub-Saharan Africa,102.9731417
Burundi,2013,23.70623,Sub-Saharan Africa,75.15051939
Burundi,1964,48.74,Sub-Saharan Africa,239.7309258
Burundi,1969,50.82,Sub-Saharan Africa,247.679579
Burundi,1974,43.2,Sub-Saharan Africa,250.1318604
Burundi,1979,43.39,Sub-Saharan Africa,233.9872822
Burundi,1984,35.27,Sub-Saharan Africa,184.6387875
Belgium,1960,20.37032318,High income,33.79442905
Belgium,1961,18.56328583,High income,32.38628764
Belgium,1962,18.00581741,High income,31.16098326
Belgium,1963,17.63279533,High income,29.99600349
Belgium,1964,16.60677147,High income,28.87839882
Belgium,1965,16.03899765,High income,27.8593969
Belgium,1966,16.79726791,High income,26.95469177
Belgium,1967,15.95835686,High income,26.17556844
Belgium,1968,14.61432274,High income,25.50544446
Belgium,1969,14.83790436,High income,24.84363992
Belgium,1970,14.22260987,High income,24.04388682
Belgium,1971,13.91960545,High income,23.05717204
Belgium,1972,13.13974645,High income,21.94130589
Belgium,1973,12.22338979,High income,20.77913857
Belgium,1974,12.03971732,High income,19.62813505
Belgium,1975,11.77131455,High income,18.54313278
Belgium,1976,10.66115702,High income,17.55680596
Belgium,1977,9.125824771,High income,16.68505403
Belgium,1978,8.673339728,High income,15.92160927
Belgium,1979,8.180966533,High income,15.23614826
Belgium,1980,7.606084868,High income,14.5734785
Belgium,1981,7.480289518,High income,13.90813029
Belgium,1982,6.753501354,High income,13.27332835
Belgium,1983,6.340780693,High income,12.68354546
Belgium,1984,5.758173861,High income,12.16649803
Belgium,1985,5.802334958,High income,11.72462854
Belgium,1986,5.209133917,High income,11.35209433
Belgium,1987,5.573831967,High income,11.01436506
Belgium,1988,5.134455956,High income,10.67453369
Belgium,1989,4.656587044,High income,10.33682349
Belgium,1990,4.362719752,High income,10.00762694
Belgium,1991,4.510657222,High income,9.678855234
Belgium,1992,4.191578374,High income,9.285950175
Belgium,1997,3.553819418,High income,6.651272406
Belgium,1998,3.316531905,High income,6.301036141
Belgium,1999,3.084542915,High income,6.031917222
Belgium,2000,2.92965394,High income,5.803839164
Belgium,2001,2.946988871,High income,5.593821919
Belgium,2002,2.617245526,High income,5.400153516
Belgium,2003,2.88583834,High income,5.223862954
Belgium,2004,2.515026216,High income,5.065099881
Belgium,2005,2.574777215,High income,4.932592079
Belgium,2006,2.570819969,High income,4.826221071
Belgium,2007,2.578669568,High income,4.732778957
Belgium,2008,2.633544279,High income,4.642890941
Belgium,2009,2.279910061,High income,4.554865114
Belgium,2010,2.244427364,High income,4.470989909
Belgium,2011,2.222135892,High income,4.388887033
Belgium,2012,2.420910419,High income,4.299954599
Belgium,2013,2.237154276,High income,4.192686971
Belgium,2014,2.279744669,High income,4.069492241
Belgium,2015,2.159085333,High income,3.935272464
Belgium,2016,2.231410383,High income,3.795499302
Benin,1991,39.43924041,Sub-Saharan Africa,170.8920482
Benin,1996,41.46721428,Sub-Saharan Africa,152.0180097
Benin,2001,41.13846935,Sub-Saharan Africa,135.443098
Benin,2006,30.64729322,Sub-Saharan Africa,120.1074746
Benin,2011,36.56725414,Sub-Saharan Africa,108.5821143
Benin,1978,60.47,Sub-Saharan Africa,223.4351802
Benin,1983,52.19,Sub-Saharan Africa,202.6434657
Benin,1988,53.57,Sub-Saharan Africa,183.3338893
Benin,1993,46.87,Sub-Saharan Africa,162.6932141
Benin,1998,35.85,Sub-Saharan Africa,145.4489796
Benin,1973,60.86,Sub-Saharan Africa,248.7777125
Benin,1978,54.91,Sub-Saharan Africa,223.4351802
Benin,1983,48.54,Sub-Saharan Africa,202.6434657
Benin,1988,49.77,Sub-Saharan Africa,183.3338893
Benin,1993,40.77,Sub-Saharan Africa,162.6932141
Benin,1958,61.27,Sub-Saharan Africa,319.6820918
Benin,1963,72.84,Sub-Saharan Africa,295.857235
Benin,1968,59.15,Sub-Saharan Africa,270.9907057
Benin,1973,56.89,Sub-Saharan Africa,248.7777125
Benin,1978,48.02,Sub-Saharan Africa,223.4351802
Benin,1994,42.09960555,Sub-Saharan Africa,158.9272334
Benin,1999,42.08312793,Sub-Saharan Africa,142.1878026
Benin,2004,33.02015754,Sub-Saharan Africa,125.7185438
Benin,2009,36.25323685,Sub-Saharan Africa,113.0445016
Benin,2014,29.72665476,Sub-Saharan Africa,101.8198287
Benin,1983,55.3,Sub-Saharan Africa,202.6434657
Benin,1988,48.78,Sub-Saharan Africa,183.3338893
Benin,1993,38.39,Sub-Saharan Africa,162.6932141
Benin,1998,45.41,Sub-Saharan Africa,145.4489796
Benin,2003,31.13,Sub-Saharan Africa,128.8163929
Burkina Faso,1980,52.66,Sub-Saharan Africa,238.428908
Burkina Faso,1985,49.62,Sub-Saharan Africa,214.3545703
Burkina Faso,1990,44.81,Sub-Saharan Africa,198.544648
Burkina Faso,1995,45.67,Sub-Saharan Africa,195.0091514
Burkina Faso,2000,33.71,Sub-Saharan Africa,179.1661777
Burkina Faso,1975,79.1,Sub-Saharan Africa,283.401956
Burkina Faso,1980,65.11,Sub-Saharan Africa,238.428908
Burkina Faso,1985,55.48,Sub-Saharan Africa,214.3545703
Burkina Faso,1990,43.99,Sub-Saharan Africa,198.544648
Burkina Faso,1995,43.06,Sub-Saharan Africa,195.0091514
Burkina Faso,1969,61.67,Sub-Saharan Africa,316.6596078
Burkina Faso,1974,80.48,Sub-Saharan Africa,292.9036705
Burkina Faso,1979,60.5,Sub-Saharan Africa,245.1719762
Burkina Faso,1984,65,Sub-Saharan Africa,218.7107607
Burkina Faso,1989,43.96,Sub-Saharan Africa,199.9605527
Burkina Faso,1987,47.6,Sub-Saharan Africa,205.6444514
Burkina Faso,1992,48.06,Sub-Saharan Africa,197.70774
Burkina Faso,1997,45.72,Sub-Saharan Africa,189.4275517
Burkina Faso,2002,41.61,Sub-Saharan Africa,170.7059518
Burkina Faso,2007,30.03,Sub-Saharan Africa,139.738545
Bangladesh,1996,49.62967034,South Asia,108.3914389
Bangladesh,2001,37.48165945,South Asia,81.60715228
Bangladesh,2006,31.49473408,South Asia,61.08398387
Bangladesh,2011,26.20946555,South Asia,46.13547528
Bangladesh,2016,25.5819975,South Asia,35.68094156
Bangladesh,1991,69.59160862,South Asia,137.8692666
Bangladesh,1996,52.16156556,South Asia,108.3914389
Bangladesh,2001,38.00979396,South Asia,81.60715228
Bangladesh,2006,35.4171753,South Asia,61.08398387
Bangladesh,2011,28.54890756,South Asia,46.13547528
Bangladesh,1988,75.07,South Asia,155.7377369
Bangladesh,1993,53.96,South Asia,125.9793614
Bangladesh,1998,45.02,South Asia,97.09358184
Bangladesh,2003,38.87,South Asia,72.66375786
Bangladesh,2008,34.18,South Asia,54.45210018
Bangladesh,1984,78.86,South Asia,179.0048695
Bangladesh,1989,60.97,South Asia,149.7540726
Bangladesh,1994,55.02,South Asia,120.0494071
Bangladesh,1999,45.37,South Asia,91.66090064
Bangladesh,2004,36.27,South Asia,68.58452201
Bangladesh,1981,82.35,South Asia,194.0116283
Bangladesh,1986,66.85,South Asia,167.6519337
Bangladesh,1991,59.79,South Asia,137.8692666
Bangladesh,1996,50.71,South Asia,108.3914389
Bangladesh,2001,40.9,South Asia,81.60715228
Bangladesh,1988,66.7,South Asia,155.7377369
Bangladesh,1993,58,South Asia,125.9793614
Bangladesh,1998,47.2,South Asia,97.09358184
Bangladesh,1976,86.02,South Asia,213.9231347
Bangladesh,1981,92.72,South Asia,194.0116283
Bangladesh,1986,64.96,South Asia,167.6519337
Bangladesh,1991,62.43,South Asia,137.8692666
Bangladesh,1996,42.02,South Asia,108.3914389
Bangladesh,1973,86.88,South Asia,220.0347594
Bangladesh,1978,86.68,South Asia,207.0297391
Bangladesh,1983,77.44,South Asia,184.254022
Bangladesh,1988,60.9,South Asia,155.7377369
Bangladesh,1993,53.21,South Asia,125.9793614
Bangladesh,1970,96.56,South Asia,222.7786936
Bangladesh,1975,94.72,South Asia,216.578607
Bangladesh,1980,82.28,South Asia,198.5765215
Bangladesh,1985,72.94,South Asia,173.4769824
Bangladesh,1990,56.42,South Asia,143.7953367
Bangladesh,1952,109.91,South Asia,325.6174401
Bangladesh,1957,103.23,South Asia,282.0266894
Bangladesh,1962,92.35,South Asia,247.806312
Bangladesh,1967,75.84,South Asia,227.2706518
Bangladesh,1972,78.99,South Asia,221.1124583
Bangladesh,2001,39,South Asia,81.60715228
Bangladesh,2002,36,South Asia,76.99367741
Bangladesh,2003,36,South Asia,72.66375786
Bangladesh,2004,36,South Asia,68.58452201
Bangladesh,2005,33,South Asia,64.72827788
Bangladesh,2006,31,South Asia,61.08398387
Bangladesh,2007,29,South Asia,57.66209376
Bangladesh,2008,31,South Asia,54.45210018
Bangladesh,2009,28,South Asia,51.45722838
Bangladesh,2010,26,South Asia,48.68552161
Bangladesh,2011,23,South Asia,46.13547528
Bangladesh,2012,22,South Asia,43.77221234
Bangladesh,2013,22,South Asia,41.56151491
Bangladesh,2014,21,South Asia,39.49675847
Bangladesh,2015,20,South Asia,37.54379585
Bangladesh,2016,19,South Asia,35.68094156
Bangladesh,2017,17,South Asia,33.92122596
Bangladesh,2018,16,South Asia,32.26638985
Bangladesh,1982,85,South Asia,189.288341
Bangladesh,1983,82,South Asia,184.254022
Bangladesh,1984,73,South Asia,179.0048695
Bangladesh,1985,64,South Asia,173.4769824
Bangladesh,1986,82,South Asia,167.6519337
Bangladesh,1987,79,South Asia,161.7203767
Bangladesh,1988,73,South Asia,155.7377369
Bangladesh,1989,73,South Asia,149.7540726
Bangladesh,1990,67,South Asia,143.7953367
Bangladesh,1991,64,South Asia,137.8692666
Bangladesh,1992,62,South Asia,131.9311193
Bangladesh,1993,59,South Asia,125.9793614
Bangladesh,1994,55,South Asia,120.0494071
Bangladesh,1995,52,South Asia,114.1897137
Bangladesh,1996,50,South Asia,108.3914389
Bangladesh,1997,40,South Asia,102.6811565
Bangladesh,1998,38,South Asia,97.09358184
Bangladesh,1999,39,South Asia,91.66090064
Bangladesh,2000,39,South Asia,86.50243818
Bangladesh,2005,40,South Asia,64.72827788
Bangladesh,2010,34,South Asia,48.68552161
Bangladesh,2015,30,South Asia,37.54379585
Bulgaria,1964,14.99717426,"Central Europe, Eastern Europe, Central Asia",38.62935131
Bulgaria,1965,13.75297165,"Central Europe, Eastern Europe, Central Asia",37.36121491
Bulgaria,1966,14.22313213,"Central Europe, Eastern Europe, Central Asia",36.91533398
Bulgaria,1967,14.9540062,"Central Europe, Eastern Europe, Central Asia",36.67394241
Bulgaria,1968,14.35034639,"Central Europe, Eastern Europe, Central Asia",35.8060888
Bulgaria,1969,13.82636656,"Central Europe, Eastern Europe, Central Asia",34.06815421
Bulgaria,1970,13.17524956,"Central Europe, Eastern Europe, Central Asia",32.22187821
Bulgaria,1971,12.8413404,"Central Europe, Eastern Europe, Central Asia",30.92064158
Bulgaria,1972,13.37232325,"Central Europe, Eastern Europe, Central Asia",30.15896626
Bulgaria,1973,14.19338215,"Central Europe, Eastern Europe, Central Asia",29.63306022
Bulgaria,1974,14.1081063,"Central Europe, Eastern Europe, Central Asia",29.12835187
Bulgaria,1975,12.9745348,"Central Europe, Eastern Europe, Central Asia",28.58414756
Bulgaria,1976,12.48275862,"Central Europe, Eastern Europe, Central Asia",27.9594442
Bulgaria,1977,11.56338028,"Central Europe, Eastern Europe, Central Asia",27.18097696
Bulgaria,1978,11.6752906,"Central Europe, Eastern Europe, Central Asia",26.14943921
Bulgaria,1979,10.5620438,"Central Europe, Eastern Europe, Central Asia",24.9344401
Bulgaria,1980,10.36742336,"Central Europe, Eastern Europe, Central Asia",23.78213502
Bulgaria,1981,10.0263725,"Central Europe, Eastern Europe, Central Asia",22.89315675
Bulgaria,1982,9.873878517,"Central Europe, Eastern Europe, Central Asia",22.19622992
Bulgaria,1983,9.106209296,"Central Europe, Eastern Europe, Central Asia",21.50094383
Bulgaria,1984,8.912291604,"Central Europe, Eastern Europe, Central Asia",20.69429002
Bulgaria,1985,8.263158769,"Central Europe, Eastern Europe, Central Asia",19.77031265
Bulgaria,1986,8.336248105,"Central Europe, Eastern Europe, Central Asia",18.77045876
Bulgaria,1987,7.885353812,"Central Europe, Eastern Europe, Central Asia",17.94899419
Bulgaria,1988,7.399523161,"Central Europe, Eastern Europe, Central Asia",17.63268583
Bulgaria,1989,7.320396477,"Central Europe, Eastern Europe, Central Asia",17.89725701
Bulgaria,1990,7.710591367,"Central Europe, Eastern Europe, Central Asia",18.44440093
Bulgaria,1991,9.143989157,"Central Europe, Eastern Europe, Central Asia",18.92079166
Bulgaria,1992,8.829402921,"Central Europe, Eastern Europe, Central Asia",19.19563181
Bulgaria,1993,8.720379147,"Central Europe, Eastern Europe, Central Asia",19.26469525
Bulgaria,1994,8.773696533,"Central Europe, Eastern Europe, Central Asia",19.18540427
Bulgaria,1995,7.76744897,"Central Europe, Eastern Europe, Central Asia",19.12870914
Bulgaria,1996,8.159250845,"Central Europe, Eastern Europe, Central Asia",19.24084495
Bulgaria,1997,8.888888889,"Central Europe, Eastern Europe, Central Asia",19.33832712
Bulgaria,1998,8.215908569,"Central Europe, Eastern Europe, Central Asia",19.05720676
Bulgaria,1999,8.299788355,"Central Europe, Eastern Europe, Central Asia",18.30699061
Bulgaria,2000,7.451241195,"Central Europe, Eastern Europe, Central Asia",17.41575233
Bulgaria,2001,7.773540628,"Central Europe, Eastern Europe, Central Asia",16.65586154
Bulgaria,2002,7.308380577,"Central Europe, Eastern Europe, Central Asia",15.98069757
Bulgaria,2003,6.829080004,"Central Europe, Eastern Europe, Central Asia",15.18907142
Bulgaria,2004,6.567839052,"Central Europe, Eastern Europe, Central Asia",14.22776984
Bulgaria,2005,6.246922265,"Central Europe, Eastern Europe, Central Asia",13.25760969
Bulgaria,2006,5.379977831,"Central Europe, Eastern Europe, Central Asia",12.42814911
Bulgaria,2007,4.910483218,"Central Europe, Eastern Europe, Central Asia",11.79252068
